Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean,LCN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.184658769,1.877880387,2.227229198,2.004498539,1.71510666,1.968067319,1.929835378,2.071103932,1.865767922,1.877420947,2.101211193,2.226912955,2.155815158,2.085236808,1.940482715,1.952131458,2.1409419,2.222745821,2.258012907,1.981049431,1.620066288,1.672723632,1.795275294,1.936723946,1.720005831,1.641153134,1.651616753,1.838036338,1.823858654,2.055565633,1.738800549,1.453106543,1.3063879,1.358959421,1.44436801,1.583208474,1.503239822,1.360886178,1.391751301,1.31127634,1.272255606,1.302477194,1.222860545,1.147035684,1.136980367,1.2130182,1.196565167,1.242135893,1.289813709,1.403055232,1.362790309,1.285689761,1.306302194,1.317951104,1.2713211,1.248896607,1.239465864,1.261604052,1.271234302,1.21134642,1.293406035,1.146154269,1.072592335,1.0463448
Least developed countries: UN classification,LDC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.622687778,1.718835609,1.787325285,2.172137122,2.255848204,2.745050152,2.751380292,2.660241163,2.675294879,2.740160656,,3.219809053,2.797009212,3.01564857,4.142077242,4.316892005,4.533622509,4.553713773,3.681244908,3.077884725,3.697899505,3.450131876,2.33519674,1.993757662,2.091429234,2.267149967,2.93546024,2.331601698,2.173898992,2.052490857,1.941091879,2.150855716,1.947729889,2.116926214,2.184636721,2.356977264,2.459055193,2.077709518,1.981948813,2.002021802,2.169416543,2.151518488,1.822311159,1.565710361,1.532199099,1.352854575,1.353794275,1.445158343,1.429177232,1.387551406,1.427610083
Low income,LIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,2.415898289,,2.073282067,,2.769443758,2.79360571,2.789192207,2.538858427,2.940984165,3.161776183,3.324530419,4.28361224,4.348387155,3.919711897,3.984516573,4.582003357,7.113287877,6.476700809,7.509186804,7.484904977,8.027918619,7.304770279,6.413498269,4.92430275,4.868263861,,5.280754107,5.393492601,5.003107223,4.885976044,5.199815423,3.318711958,2.886042505,2.898487587,3.632809809,4.156375593,3.438441853,3.544174893,3.486619401,3.145088534,3.380172233,2.752241816,2.800844942,2.928414713,3.007087515,3.046259096,2.570750943,,1.881959064,1.978989176,1.805447452,1.640859842,1.278889945,1.365833365,1.177569059,1.237216246,1.348514551,1.325814505,1.428924617,1.544790279
Liechtenstein,LIE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.183052365,1.183272727,1.082855093,0.897791926,0.851725908,0.852610094,0.872915917,0.84513666,0.794532052,0.807396323,0.916642272,1.362633452,,0.874809824,0.79508645,0.80358957,0.659239148,0.684373884,0.803000117,0.834462748,0.765779308,0.626798424,0.544740926,0.889137425,0.922430502,3.160769823,2.696658012,3.393146709,2.371183249,1.798595424,2.328487433,3.082087849,3.367639901,3.431785654,3.729338058,5.861132243,5.519783161,4.630602074,4.643464081,4.03016384,5.033872968,4.286990589,3.34258944,2.868911827,2.997358479,2.639533395,2.798773599,3.260608357,3.243601784,3.16189871,2.70074784,2.685318653,2.155199512,2.154048243,2.412647012,2.417011166,1.979355333,1.976928433,1.734693549,1.752199281,1.739887333,1.712656887,1.343389427,1.640030796
Lower middle income,LMC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.982194167,2.074354501,2.735350576,3.660118751,3.618544701,3.799716487,3.65737196,3.642274101,3.880433443,4.058565907,4.235185298,4.508167985,4.446346271,3.834865969,3.856696461,4.536899272,4.462020439,4.282296972,4.018044055,3.778379344,3.38616921,3.328317717,3.368069293,3.504945674,3.434218224,3.513924016,3.7657053,3.971376372,3.751288837,3.489193421,3.198980267,2.922087041,2.800386539,2.893219715,2.67017399,2.521324078,2.333653605,2.314382532,2.300583064,2.680543246,2.606829452,2.617640389,2.552586745,2.418602843,2.414643366,2.385718936,2.225221679,2.147718117,2.179385917,2.458406916,2.297798393,2.157732565,2.101849201,2.076617133,2.081965528,2.035665194,2.095589852,2.100931483,2.031565467,2.029548898,2.179749403,2.075187429,1.933026524,1.985182715
Low & middle income,LMY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,2.588611788,2.790318517,2.735159338,2.97381406,2.775669226,2.935753409,2.964369456,3.06790406,3.218792518,3.195041615,3.049271035,2.77569359,3.196233921,3.865517135,4.032069502,3.935251124,3.773496859,3.17774422,2.889119474,3.069073054,3.118013412,3.26507959,3.092903089,3.14558298,3.196522502,3.166399433,3.032182146,2.785789946,2.560742804,2.337945619,2.192590052,2.071576994,2.03720243,1.992524965,1.912565423,1.858241833,1.844083709,1.963938707,1.87141266,1.917533269,1.950254116,1.893804907,1.851453466,1.798472002,1.744075843,1.715415623,1.72913221,1.929404259,1.776223295,1.673628117,1.703262458,1.723741121,1.744647082,1.752786266,1.750747145,1.722186358,1.67930432,1.687810453,1.782919685,1.628347215,1.667665117,1.777141099
Lesotho,LSO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,1.551791277,1.438132064,1.505608283,1.851207532,3.158536585,3.311510353,4.357736659,4.013056836,3.979143798,4.314099075,4.839987326,4.181313074,3.369755245,4.307714659,3.550475988,2.888846955,2.706453525,2.475472663,2.74112241,3.241889376,2.824673663,2.712177347,2.851928467,3.562451192,3.284926128,2.744178023,2.516392953,2.369000919,2.131662938,2.049259616,2.074224991,2.368154586,1.547920806,2.72268167,3.162528742,2.255522958,2.148239788,2.026531875,1.953796076,1.865753001,1.963888427,2.270814531,1.999382929,1.875404217,1.881799231,1.538979052,1.516438947,1.536262928
Late-demographic dividend,LTE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.267712392,2.834160063,2.722163177,2.437447892,2.32760246,2.34229119,2.180647904,2.255208824,2.295327015,2.376139143,2.384929585,2.282579144,2.189189658,2.125886736,2.082750046,2.022678963,2.020836094,2.203399442,2.076273297,2.001318755,2.068875366,2.096327018,2.091196645,2.036483144,2.045915571,1.931348021,1.863835697,1.874760022,1.957301803,1.819613568,1.922197441,2.017418977
Lithuania,LTU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812260643,0.493377598,0.454372874,0.503980009,0.747111153,1.229254336,0.970102492,1.21669999,1.361943638,1.271288746,1.121228498,1.195943282,1.163454008,1.165184813,1.113607567,1.131608552,1.082803783,0.878659092,0.790700848,0.76526581,0.762907482,0.879596258,1.137748174,1.477505872,1.712070468,1.966374947,1.995540754,2.065238584,1.956510322,2.446621591,2.715678345
Luxembourg,LUX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.906952919,1.000152069,1.162463716,1.067220951,1.245854008,1.220315101,1.211879016,0.996085872,0.825022794,0.737580771,0.681993152,0.712646825,0.738045903,0.706935167,0.685000056,0.86971894,0.890996863,0.906504943,0.929190841,0.918695859,1.041844203,1.093420029,1.077152008,1.088241294,1.042169628,0.867554425,0.833086845,0.915915919,0.951494529,0.78845832,0.788344681,0.811385163,0.827198401,0.707154434,0.741561436,0.595326878,0.587036047,0.61389004,0.639920504,0.571401926,0.544118543,0.68028708,0.586825536,0.607179942,0.611235471,0.584776157,0.520787713,0.501624007,0.364912795,0.371311757,0.441009497,0.376775589,0.358937252,0.358492376,0.366856826,0.415571528,0.378949157,0.495110917,0.500655643,0.54619838,0.578077082,0.471249236,0.625326007,0.749054529
Latvia,LVA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735295406,0.838757227,0.805656844,0.639144683,0.582114909,0.587847986,0.750940828,0.881715012,1.041538764,1.542208276,1.610024275,1.595658217,1.610621927,1.70523464,1.550398796,1.622641376,1.377367841,1.083592529,1.071148117,0.907662243,0.938941958,0.943460036,1.037354277,1.450062283,1.59351134,2.061498113,2.021400078,2.162111015,2.087023385,2.094158528,2.267542675
"Macao SAR, China",MAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.315731573,2.702433628,2.565913371,3.195615514,2.835868695,2.429331307,2.677570093,2.617647059,3.004572175,2.390216787,2.316006176,2.628624883,2.843915344,3.061797753,3.145833333,4.602912888,6.22043404,6.61977492,5.836808704,5.633462282,5.940072884,6.384593972,6.220868273,4.50565855,4.01819088,5.390435227,4.304459558,4.369314795,4.128515818,4.392917413,4.148825041,4.142842937,4.298048279,4.655571687,4.493819389,4.347410494,3.949092927,4.192659406,3.456334361,2.420763236,2.685172307,3.726135883,3.491787992,3.494207542,3.249467575,3.257996782,3.109796549,3.046953664,3.183501428,3.288651846,3.390796101,3.297495235,3.462750079,3.805782901,3.398458641,2.959997922,2.98211833,2.94588992,2.902888716,2.86579838,3.979697643,3.755156987,3.814559624,3.638685186
Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530067158,0.773794067,0.925965937,0.906693656,0.902772521,0.624855228,0.511299143,0.387282499,0.402592317,0.419846587,0.416381264,0.360979037,0.400235101,0.482634476,0.516193542,0.608535617,0.457886649,0.262879175,0.2729496,0.274079917,0.281261546,0.293185446,0.295624501,0.344191282,0.324532007,0.332323743,0.362122379,0.385463278,0.377728511,0.328875032,0.546678816
Madagascar,MDG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,1.50215208,1.537313433,1.460369881,1.45875,1.590854392,1.542274855,1.55002592,1.546218487,1.507246377,1.351242983,1.316573557,1.4881933,1.523857527,1.670689193,1.637145749,1.880209574,2.307199316,2.419852035,2.927239119,2.768918527,2.978453739,,,1.873156342,1.780054933,1.551935381,1.429040137,1.347183426,1.210865332,1.231511045,1.296349058,0.769921868,1.122324017,0.926473487,0.85988797,1.237634442,1.481912359,1.348927492,1.210229217,1.217513909,1.435847602,1.313161574,1.324757325,1.248226672,1.071941549,0.977431205,0.961181513,0.962892093,0.738132953,0.570214687,0.623191026,0.592764958,0.578559932,0.556391261,0.520469241,0.501387044,0.50622229,0.532102174,0.545343038,0.673153896,0.692132177,0.665916151,0.662961133
Maldives,MDV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.190753879,4.412631705,5.509781988,5.446541129,5.898604042,6.112326722,6.587987932,7.540343854,8.02316595,8.942791323,9.820475208,8.548519767,7.759781935,8.566735549,9.959462972,,,10.97383276,11.13451798,9.006307373,8.166394613,9.725586087,10.92603475,10.22430803,10.28333796,9.464433908,6.651536614,8.687998413,8.588824736,7.404028661,8.593371707,9.742707916,7.513407701,7.69277486,7.222294834,6.215207386,5.685460873,6.195042237,6.767168607,5.903292271,5.893631298,5.864113614,5.458292918,5.146483825,4.821089122,4.521840341,4.32677671,4.320252925,4.06882847,4.905634072,4.651728548,4.424913792,4.569202954,5.14856554,5.66305112,6.41968432,5.442008673,5.554927532,5.223798703,4.899408124,5.233998994,4.670118374,4.27000751,4.748433363
Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.673508659,0.651780326,0.689655172,0.718685832,0.677506775,0.591269841,0.576379066,0.545217107,0.548510764,0.600160043,0.497411659,0.48765558,0.536568089,0.544217687,0.565744137,0.57358422,0.598103574,0.534256205,0.504834431,0.505297474,0.416107383,0.513301014,0.495419418,0.522866314,0.65981906,0.676313139,0.634622463,0.580341889,0.536145374,0.517255829,0.433081035,0.435402301,0.469454656,0.442785494,0.518830327,0.450891531,0.476484778,0.458095854,0.450450487,0.460988776,0.44604782,0.442657004,0.421606002,0.405916547,0.364898723,0.355958932,0.311171937,0.401163918,0.390513227,0.501556275,0.433229899,0.447386994,0.455502058,0.48764287,0.495321042,0.450742819,0.480046272,0.424849159,0.464611537,0.508905926,0.717897861,0.661419726,0.686105133,0.656934513
Marshall Islands,MHL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,2.547605382,2.823134896,2.750909677,2.951807251,2.815454877,2.926887698,2.974522233,3.082801066,3.240606313,3.22998058,3.055019875,2.756990205,3.190620285,3.84528305,4.017813885,3.935973858,3.763629877,3.117855823,2.758408848,2.969567161,2.994857529,3.131231205,2.919315785,3.006871166,3.089470304,3.107679056,2.972744084,2.734108703,2.465957449,2.216301568,2.122978568,1.994560268,1.967755454,1.968950149,1.897097705,1.841936354,1.815672851,1.927698812,1.841552712,1.890243721,1.922415616,1.869032636,1.820584377,1.778894718,1.723638494,1.691832009,1.701668299,1.9053865,1.763417975,1.667167959,1.701173385,1.72051962,1.743866518,1.754249138,1.756624604,1.726465808,1.685254209,1.693465735,1.788675,1.631990666,1.670337545,1.780004329
North Macedonia,MKD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.813676742,2.128246944,2.098239761,1.713820606,1.85082146,6.100395628,2.645597519,2.341701159,2.380104071,2.029263306,1.836537687,1.950069695,1.742340869,1.688164562,1.382154611,1.2621871,1.225319662,1.169437189,1.0929608,0.993427692,0.970115978,0.895041407,0.943108733,1.159116286,1.24058657,1.471932093,1.622927657,1.698955456
Mali,MLI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,2.702247191,2.891304348,2.64691358,2.868778281,2.519911504,2.408033827,2.403846154,1.990811639,2.175516224,2.228047182,1.916167665,2.375565611,2.655808903,2.86591607,3.166023166,2.911534155,3.129584352,3.213957759,2.966101695,2.079295607,1.960761961,2.106794957,1.983660086,1.972607414,2.142416326,2.026768941,2.116786114,2.213468102,2.11201131,1.956494183,,,1.563793465,1.438026266,1.497017082,1.428410594,1.496852238,1.404632311,1.492289928,1.478649744,1.295172228,1.268850431,1.419333113,1.421998844,1.384312041,1.39141541,1.355034028,1.465714868,1.418664255,1.374566808,1.24103333,1.196405745,1.161379132,1.515933832,2.360174452,2.586130874,3.028601114,2.823595537,2.752716581,3.399558214,3.408679587,3.139660432,3.827685468
Malta,MLT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.276251034,1.269183826,1.456257769,1.221066731,1.108184837,0.914918012,0.871119892,0.973183399,1.001961048,1.024059115,0.842358248,0.874812369,0.824691194,0.731471858,0.683654672,0.625517349,0.666917449,0.635846067,0.630122909,0.670530017,0.819604968,0.653051751,0.617690722,0.616369199,0.679751022,0.650590926,0.580640239,0.527587899,0.509947595,0.48676155,0.467203717,0.511888844,0.479625798,0.434325315,0.501868733,0.566881931,0.486319433,0.432529412,0.558644018
Myanmar,MMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,6.123460499,5.690711462,6.847140605,6.022345647,6.695620821,6.12557941,5.201798523,5.023197176,5.31042885,5.601945003,5.651225399,5.451640392,5.113945578,4.021087451,3.774971248,3.793706931,4.039773111,3.921383648,3.557580732,3.422129555,3.456820355,3.218260665,3.070369107,2.923671101,2.978263587,2.879142102,1.972400943,2.140852275,2.959106733,3.39589051,3.171004593,3.354517933,3.523108562,3.541121128,3.684832379,3.493427864,2.313722377,2.008901211,1.731383358,2.001199222,1.562561491,1.127508161,1.670462275,1.657227031,1.354601165,,,,,,,3.85435141,3.999636553,3.789534379,4.301360264,4.089297083,3.641948938,2.359790432,2.189740021,2.990475889,4.251728538,4.085574549,3.788582365
Middle East & North Africa (excluding high income),MNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.338423476,3.415379538,4.812559119,4.556050848,5.318357218,5.506876392,5.536651964,5.746729541,6.411292837,7.045437947,7.888791704,6.901826021,5.648502348,5.334039428,7.960206206,9.378089096,9.046248562,8.308127085,8.221302776,5.466351054,5.177537701,6.771573397,6.456515369,6.585793389,6.24009746,6.204532281,5.663931752,5.096918724,4.852155278,3.92849764,,3.170720759,3.180394884,3.488201501,3.876476491,3.312130698,3.134993693,3.319294675,3.359627692,3.044766891,2.994239938,3.219580617,3.183987729,3.177737784,3.045848522,2.95759433,2.879165518,2.693323299,2.707126645,3.130372409,2.933048528,2.759879691,2.831500221,3.123277612,3.414518303,3.366301791,3.213187516,3.256457332,2.842395807,2.898657287,2.895230811,2.602716747,2.345070826,2.989181887
Montenegro,MNE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.694363326,2.290713163,1.744058487,1.872182462,1.843761273,1.814347747,1.748969303,1.656461773,1.452261426,1.472272349,1.403717598,1.411280635,1.362776774,1.369294873,1.334411964,1.73802726,1.555280195,1.607464952,1.63424966
Mongolia,MNG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.833885088,6.341243447,6.251195081,4.281385375,3.231535125,1.9094372,1.712362705,1.654355581,1.620505926,1.776947369,1.638734822,1.906537546,1.835012306,2.022480608,1.781658408,1.795567211,1.509694317,1.382730063,1.017285885,0.961656696,1.053272166,0.823306745,0.629698225,0.762997246,0.837270237,0.924305618,0.82231149,0.859725258,0.875507832,0.863910995,0.762153817,0.668952463,0.661538119,0.709909469,0.619505073,0.513936273,0.601441993
Northern Mariana Islands,MNP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.833333333,4.280487805,4.924050633,6.232,7.073170732,5.765765766,5.655737705,6.183206107,5.309033281,5.943491423,5.861297539,2.612032085,2.968445425,2.87088387,3.303501712,1.460482346,1.111681671,1.102741392,1.139211666,1.245869391,1.284457907,1.242171239,1.273635642,1.280942211,1.362421115,0.946231881,0.809467272,0.668953898,0.664921662,0.705422608,0.891902273,0.826553225,0.850726008,0.93018223,0.980759494,0.840285274,0.929584557,0.987964421,1.323765137,1.399149085,2.033950104,1.958820723,1.499828313,1.731932423
Mauritania,MRT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,5.945895172,5.036762947,4.669586966,4.4897506,3.961136941,3.827926491,3.600512449,2.689066399,2.412423018,2.240861908,2.260154634,2.626341207,2.967260087,1.862440967,2.273637889,2.928005445,4.002384422,2.73938351,3.995275717,3.838120112,3.051555776,2.693647217,,3.059333958,3.13532417,,,2.114974666,1.99659729,2.197095192,2.155572404,2.145487801,2.121098457,2.13128231,1.996333012,2.389269181,2.293994898,2.279052259,2.548631772
Mauritius,MUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,0.141453831,0.170842825,0.163232104,0.165570175,0.155830753,0.155797101,0.180501931,0.219465649,0.223944875,0.202513966,0.188984881,0.139925373,0.191744731,0.18707483,0.172730614,0.172579099,0.204842932,0.489249166,0.466745029,0.262260128,0.26913735,0.252089136,0.219641353,0.197969543,0.194038477,0.219642297,0.290016229,0.346095335,0.367421786,0.354424073,0.330254202,0.333145558,0.332825601,0.293390184,0.234078893,0.202814818,0.208135283,0.200718816,0.194580389,0.196270034,0.187102774,0.16621685,0.160674052,0.153856508,0.142725039,0.155952071,0.167777184,0.14868959,0.152035252,0.142794401,0.188733238,0.151017482,0.142301918,0.174701756,0.165376295,0.1563853,0.148796738,0.161615351,0.171377099,0.13880042,0.15277682
Malawi,MWI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,0.70199778,0.645792564,0.716937355,0.695430346,0.667962357,0.641145638,0.581516871,0.602199944,1.06043956,0.96695558,1.526807627,1.373366013,1.689903846,2.694517297,4.065934066,4.293105164,3.111181301,2.286964902,1.816410328,1.559534965,1.751118309,2.095467783,1.828806427,1.511308113,1.497070871,1.308605692,1.075730104,1.402486043,1.262975393,1.421880068,0.790559174,0.883468121,0.991556075,0.813639842,0.811014471,0.672638829,0.738822048,0.423822865,0.40879246,0.631868059,1.045261606,0.777651498,0.757951968,0.835636994,0.949704588,0.718201024,0.659728504,0.765630689,0.809790017,0.58077192,0.450825678,0.452047299,0.530100464,0.589501502,0.760781827,0.834281208,0.759131112,0.969701635,1.010877879
Malaysia,MYS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.676440505,2.232909653,2.187040966,2.420614263,3.163551973,4.011049724,4.728255222,4.497029297,4.453163315,3.922267784,5.16527179,5.372443072,4.978902954,3.872242696,4.182343162,4.724162637,3.980772654,4.85466914,3.7111334,3.670515251,4.230134314,5.785152657,5.367615334,4.423371756,3.752357008,3.451658707,3.223733832,4.147499538,2.426112374,2.623701691,2.555403465,3.199283621,2.986421736,2.875245363,2.847115281,2.751345107,2.400564375,2.085558651,1.605335348,2.10148156,1.634675548,2.084922812,2.219131397,2.614806731,2.263061968,2.173929041,2.007597401,1.958502533,1.824843765,1.871486944,1.490210106,1.552853134,1.413330707,1.499295799,1.455113016,1.503898427,1.384334794,1.100334607,0.960104127,0.893413281,0.99965392,0.982646998,0.902025405,0.929671716
North America,NAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,8.658347383,8.813849297,8.982192253,8.48706919,7.737570377,7.267744067,8.03231394,8.943168158,8.789814139,8.172874819,7.589026981,6.564041277,6.152460029,5.550208303,5.560717006,5.270041314,4.849868662,4.845586218,4.679072658,4.676712052,4.856213919,5.302370509,6.396092187,5.956574305,5.90203021,6.114219666,6.281246935,6.063363394,5.709176413,5.511573727,5.273806751,4.613112392,4.710748861,4.387711882,4.029602376,3.690770923,3.399119996,3.252372975,3.074372665,2.96433588,2.976918915,2.993881307,3.295956898,3.630302636,3.790559619,3.843081934,3.786916664,3.807321875,4.142038456,4.572429902,4.544025363,4.44825526,4.123657004,3.725787509,3.428806059,3.28323174,3.234386191,3.146783808,3.15088276,3.252818271,3.488636653,3.249095098,3.178473259,3.213412276
Namibia,NAM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.421002689,5.615254952,4.25041876,2.464523758,1.751233873,1.947898631,1.903604024,2.301355143,2.321837245,3.124033069,2.706732799,3.00874088,2.617845379,2.624912883,2.527589681,2.645205301,2.501249398,2.610424557,3.137261574,3.374363684,3.514743975,3.574588955,3.166542591,3.206416324,4.32586724,4.528000168,3.971044925,3.5223885,3.332692284,3.297426314,3.480152592,3.215048411,2.917236139,2.739543544
New Caledonia,NCL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,0.870842572,0.821773855,0.936634349,0.928173719,0.839124549,0.671391272,0.631753948,0.633484163,0.685198661,0.727756892,0.743835616,0.769503546,0.635210396,,,,,,,1.232371998,0.970976253,0.861401471,0.932594645,1.06122449,1.166908096,1.164610816,1.320159783,0.963347955,0.931763627,1.091187297,0.715211769,,,0.739446431,0.735262361,0.876503237,0.976041979,1.623984369,1.045231183,1.338598197,,1.599646243,1.809842924,1.793808817,1.917336007,1.733607522,1.35370282,1.664378422,2.070135904
Nigeria,NGA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.695833333,0.849453322,1.096979332,1.103190767,1.233704293,1.401452035,1.101150952,5.80820061,9.15913829,10.31695788,5.279250126,4.392119822,5.390268879,5.478468118,4.344011426,8.124068441,5.791397834,6.02411791,5.326047763,4.322334079,3.29560374,2.77007205,2.267201692,2.219841303,1.556794834,1.436786264,1.311553647,0.769793676,0.884351296,0.579894648,0.833115306,0.773691292,0.564010709,0.933218302,0.781452288,0.483558767,0.406177812,0.435835755,0.548312393,0.85541563,0.543531645,0.780315877,0.954338045,0.570707545,0.490996769,0.397422937,0.348375434,0.370354831,0.489084135,0.505855628,0.539231118,0.579227031,0.50426493,0.469695305,0.414718777,0.417636538,0.432947785,0.430671219,0.506944517,0.459170524,0.632022913,1.012701927,0.650166692,0.807331106
Nicaragua,NIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,1.45964543,1.377015319,1.584260556,1.505737379,1.867290198,1.42056717,1.453413169,1.746094143,2.06736427,2.46546314,3.221945732,3.104786546,3.346180419,4.335591113,,,,,,,,,,4.00221576,2.632753235,2.102325581,1.18950041,1.102820307,0.949704913,0.894669832,0.735362192,0.719492825,0.782751441,0.683524521,0.865165582,0.860737429,0.730793275,0.700404064,0.551255993,0.531726215,0.502058377,0.502751001,0.505472679,0.526411337,0.665903554,0.678614215,0.685091959,0.775537372,0.639876676,0.626510067,0.627172221,0.605020089,0.629971871,0.549759399,0.537113968,0.545988465
Netherlands,NLD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.703901797,4.087283879,4.12277525,4.010834482,3.932652684,3.571290331,3.370284285,3.523335806,3.25633492,3.228928603,2.866235554,2.838829535,2.81854,2.70299725,2.653471661,2.843860129,2.688909449,2.954457522,2.747070531,2.840232828,2.784298566,2.863119442,3.14147059,2.848584745,2.861724417,2.768218121,2.725119786,2.713467178,2.610909468,2.517403906,2.369019885,2.248531531,2.213002596,2.027829408,1.913060975,1.794240505,1.756607736,1.659273183,1.580648061,1.589825426,1.434004341,1.437906869,1.426556012,1.443809598,1.42682784,1.396485279,1.393389057,1.354716798,1.305319238,1.397633322,1.325433715,1.288365349,1.235408888,1.166151624,1.159687891,1.132711505,1.163626918,1.156803668,1.216674182,1.318360996,1.441263983,1.398251984,1.352189612,1.532562471
